Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,fertilizer_kg/ha,solar_radiation_MJ/m2-day
Angola,Wheat,1993,8876,1440.88,169.0,24.15,2.666666667,19.94
Angola,Wheat,1994,10000,1260.22,25.5,24.04,3.333333333,21.14
Angola,Wheat,1995,11855,1264.25,336.0,24.56,2.666666667,20.49
Angola,Wheat,1996,13738,1248.12,40.0,24.11,2.0,20.04
Angola,Wheat,1997,15509,1178.99,40.0,24.06,0.666666667,20.29
Angola,Wheat,1998,17143,1016.11,40.0,24.96,1.133333333,20.19
Angola,Wheat,1999,17391,882.36,40.0,24.37,1.133333333,20.15
Angola,Wheat,2000,17023,915.95,40.0,24.41,0.466666667,20.11
Angola,Wheat,2001,16667,1179.4,40.0,24.43,0.0,19.79
Angola,Wheat,2002,15455,774.94,40.0,24.79,1.659032258,20.02
Angola,Wheat,2004,12442,757.29,40.0,24.22,4.501515152,20.2
Angola,Wheat,2005,10946,601.96,40.0,24.41,2.260606061,20.14
Angola,Wheat,2006,10000,670.12,40.0,24.14,3.66,19.52
Angola,Wheat,2007,10000,1615.17,40.0,24.24,3.305,20.19
Angola,Wheat,2008,10000,875.43,40.0,24.27,8.258823529,20.13
Angola,Wheat,2009,10000,1327.4,40.0,24.33,5.47225,19.99
Angola,Wheat,2010,10526,1216.2,40.0,24.44,8.229285714,20.15
Angola,Wheat,2011,10959,1145.19,40.0,24.15,11.98382979,20.29
Angola,Wheat,2012,11258,1293.96,40.0,24.24,8.876170213,20.13
Angola,Wheat,2013,9022,1225.22,40.0,24.55,9.369246646,20.31
Argentina,Cassava,1990,100000,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Cassava,1991,100000,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Cassava,1992,100000,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Cassava,1993,100000,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Cassava,1994,100000,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Cassava,1995,100000,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Cassava,1996,100000,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Cassava,1997,100000,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Cassava,1998,100000,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Cassava,1999,100000,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Cassava,2000,100000,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Cassava,2001,100000,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Cassava,2002,100000,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Cassava,2004,100000,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Cassava,2005,100000,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Cassava,2006,100000,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Cassava,2007,100000,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Cassava,2008,100000,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Cassava,2009,101695,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Cassava,2010,101000,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Cassava,2011,100000,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Cassava,2012,100000,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Cassava,2013,99459,543.15,171945.54,16.665,36.25234506,17.53
Argentina,Maize,1990,34608,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Maize,1991,40444,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Maize,1992,45237,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Maize,1993,43552,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Maize,1994,42371,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Maize,1995,45223,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Maize,1996,40397,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Maize,1997,45557,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Maize,1998,60780,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Maize,1999,53702,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Maize,2000,54329,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Maize,2001,54553,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Maize,2002,60791,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Maize,2004,63931,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Maize,2005,73587,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Maize,2006,59030,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Maize,2007,76655,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Maize,2008,64525,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Maize,2009,55760,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Maize,2010,78040,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Maize,2011,63503,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Maize,2012,57346,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Maize,2013,66037,543.15,171945.54,16.665,36.25234506,17.53
Argentina,Potatoes,1990,202747,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Potatoes,1991,205692,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Potatoes,1992,199039,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Potatoes,1993,210314,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Potatoes,1994,230166,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Potatoes,1995,274272,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Potatoes,1996,228877,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Potatoes,1997,268502,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Potatoes,1998,293744,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Potatoes,1999,238938,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Potatoes,2000,277566,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Potatoes,2001,283768,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Potatoes,2002,251347,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Potatoes,2004,288717,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Potatoes,2005,283917,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Potatoes,2006,285828,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Potatoes,2007,286765,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Potatoes,2008,279412,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Potatoes,2009,284439,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Potatoes,2010,289849,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Potatoes,2011,286657,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Potatoes,2012,287821,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Potatoes,2013,288984,543.15,171945.54,16.665,36.25234506,17.53
Argentina,"Rice, paddy",1990,36709,610.18,26156.0,17.565,6.227657573,17.64
Argentina,"Rice, paddy",1991,40294,740.86,26156.0,17.75,6.270614693,17.2
Argentina,"Rice, paddy",1992,52075,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,"Rice, paddy",1993,43559,651.17,26156.0,17.425,10.92971365,17.15
Argentina,"Rice, paddy",1994,42989,581.14,30195.0,18.24,17.11237869,17.53
Argentina,"Rice, paddy",1995,50306,410.06,37842.0,17.68,19.35805202,18.28
Argentina,"Rice, paddy",1996,51031,502.77,54595.0,17.805,31.42731148,17.86
Argentina,"Rice, paddy",1997,53703,695.42,77691.0,18.415,29.63396779,17.0
Argentina,"Rice, paddy",1998,47762,487.83,62397.0,17.375,28.27711942,17.89
Argentina,"Rice, paddy",1999,57337,618.87,62831.39,17.43,29.91064943,17.1
Argentina,"Rice, paddy",2000,47798,575.42,63265.78,17.32,31.22225036,17.69
Argentina,"Rice, paddy",2001,57495,765.38,63700.17,18.065,31.0672169,16.86
Argentina,"Rice, paddy",2002,57197,648.46,64134.56,17.825,30.2339387,16.75
Argentina,"Rice, paddy",2004,62661,779.73,65003.34,17.89,43.85640239,16.91
Argentina,"Rice, paddy",2005,60165,440.41,65437.73,17.575,35.4391328,17.33
Argentina,"Rice, paddy",2006,70610,504.38,65872.12,18.225,40.56342303,17.67
Argentina,"Rice, paddy",2007,65604,587.77,81582.64,16.925,48.52169399,17.79
Argentina,"Rice, paddy",2008,68278,390.56,87149.01,18.05,34.84410559,18.02
Argentina,"Rice, paddy",2009,68842,369.52,61586.56,18.125,22.8523631,17.85
Argentina,"Rice, paddy",2010,57646,536.29,105915.04,17.585,39.15801606,17.68
Argentina,"Rice, paddy",2011,67901,580.61,100424.62,17.755,41.88427634,17.8
Argentina,"Rice, paddy",2012,66617,631.0,136185.08,18.305,34.64067496,17.43
Argentina,"Rice, paddy",2013,67187,543.15,171945.54,16.665,36.25234506,17.53
Argentina,Sorghum,1990,28116,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Sorghum,1991,33320,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Sorghum,1992,36217,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Sorghum,1993,39529,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Sorghum,1994,35065,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Sorghum,1995,34588,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Sorghum,1996,38763,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Sorghum,1997,36845,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Sorghum,1998,48105,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Sorghum,1999,43845,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Sorghum,2000,46477,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Sorghum,2001,47429,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Sorghum,2002,52691,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Sorghum,2004,45531,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Sorghum,2005,51872,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Sorghum,2006,46778,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Sorghum,2007,47021,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Sorghum,2008,47474,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Sorghum,2009,38752,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Sorghum,2010,48163,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Sorghum,2011,44029,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Sorghum,2012,46534,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Sorghum,2013,40852,543.15,171945.54,16.665,36.25234506,17.53
Argentina,Soybeans,1990,21566,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Soybeans,1991,22750,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Soybeans,1992,22915,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Soybeans,1993,21589,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Soybeans,1994,20386,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Soybeans,1995,20446,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Soybeans,1996,21051,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Soybeans,1997,17212,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Soybeans,1998,26937,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Soybeans,1999,24450,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Soybeans,2000,23312,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Soybeans,2001,25846,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Soybeans,2002,26304,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Soybeans,2004,22075,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Soybeans,2005,27287,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Soybeans,2006,26793,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Soybeans,2007,29712,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Soybeans,2008,28216,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Soybeans,2009,18480,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Soybeans,2010,29053,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Soybeans,2011,26053,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Soybeans,2012,22814,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Soybeans,2013,25391,543.15,171945.54,16.665,36.25234506,17.53
Argentina,Sweet potatoes,1990,131864,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Sweet potatoes,1991,131364,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Sweet potatoes,1992,127273,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Sweet potatoes,1993,122955,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Sweet potatoes,1994,176667,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Sweet potatoes,1995,168000,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Sweet potatoes,1996,170000,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Sweet potatoes,1997,145662,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Sweet potatoes,1998,175055,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Sweet potatoes,1999,143991,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Sweet potatoes,2000,151462,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Sweet potatoes,2001,155212,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Sweet potatoes,2002,155890,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Sweet potatoes,2004,154867,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Sweet potatoes,2005,154472,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Sweet potatoes,2006,143478,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Sweet potatoes,2007,141667,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Sweet potatoes,2008,145105,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Sweet potatoes,2009,151208,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Sweet potatoes,2010,149382,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Sweet potatoes,2011,148754,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Sweet potatoes,2012,148126,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Sweet potatoes,2013,147498,543.15,171945.54,16.665,36.25234506,17.53
Argentina,Wheat,1990,18947,610.18,26156.0,17.565,6.227657573,17.64
Argentina,Wheat,1991,18972,740.86,26156.0,17.75,6.270614693,17.2
Argentina,Wheat,1992,21809,1034.41,26156.0,17.3,9.266380437,17.35
Argentina,Wheat,1993,23272,651.17,26156.0,17.425,10.92971365,17.15
Argentina,Wheat,1994,20237,581.14,30195.0,18.24,17.11237869,17.53
Argentina,Wheat,1995,21675,410.06,37842.0,17.68,19.35805202,18.28
Argentina,Wheat,1996,19344,502.77,54595.0,17.805,31.42731148,17.86
Argentina,Wheat,1997,22426,695.42,77691.0,18.415,29.63396779,17.0
Argentina,Wheat,1998,26088,487.83,62397.0,17.375,28.27711942,17.89
Argentina,Wheat,1999,23028,618.87,62831.39,17.43,29.91064943,17.1
Argentina,Wheat,2000,24873,575.42,63265.78,17.32,31.22225036,17.69
Argentina,Wheat,2001,24934,765.38,63700.17,18.065,31.0672169,16.86
Argentina,Wheat,2002,22398,648.46,64134.56,17.825,30.2339387,16.75
Argentina,Wheat,2004,25441,779.73,65003.34,17.89,43.85640239,16.91
Argentina,Wheat,2005,26356,440.41,65437.73,17.575,35.4391328,17.33
Argentina,Wheat,2006,25302,504.38,65872.12,18.225,40.56342303,17.67
Argentina,Wheat,2007,26234,587.77,81582.64,16.925,48.52169399,17.79
Argentina,Wheat,2008,28271,390.56,87149.01,18.05,34.84410559,18.02
Argentina,Wheat,2009,19628,369.52,61586.56,18.125,22.8523631,17.85
Argentina,Wheat,2010,27113,536.29,105915.04,17.585,39.15801606,17.68
Argentina,Wheat,2011,35063,580.61,100424.62,17.755,41.88427634,17.8
Argentina,Wheat,2012,32199,631.0,136185.08,18.305,34.64067496,17.43
Argentina,Wheat,2013,26581,543.15,171945.54,16.665,36.25234506,17.53
Armenia,Maize,1992,32344,241.35,8.0,7.44,59.10165485,14.03
Armenia,Maize,1993,32261,251.78,8.0,7.69,34.64203233,14.06
Armenia,Maize,1994,32667,200.81,23.0,8.84,16.09195402,14.29
Armenia,Maize,1995,18261,150.45,23.9,9.76,16.09195402,15.11
Armenia,Maize,1996,22239,115.33,32.0,9.55,17.77777778,14.41
Armenia,Maize,1997,45548,195.29,41.46,9.1,17.58241758,14.63
Armenia,Maize,1998,26082,154.5,50.92,10.28,21.14285714,14.91
Armenia,Maize,1999,40303,132.16,60.38,10.11,13.68444444,14.63
Armenia,Maize,2000,23178,149.32,69.85,9.68,15.55555556,14.93
Armenia,Maize,2001,37913,249.18,79.31,10.18,10.98901099,14.92
Armenia,Maize,2002,37380,229.79,88.77,9.41,34.52307692,14.48
Armenia,Maize,2004,61791,257.67,204.77,9.55,31.65054945,14.57
Armenia,Maize,2005,44692,294.53,220.51,9.58,22.69230769,14.33
Armenia,Maize,2006,33271,259.12,227.55,9.89,127.8449989,14.98
Armenia,Maize,2007,53262,366.55,241.71,9.44,59.32315859,14.15
Armenia,Maize,2008,53424,264.59,218.2,9.51,54.15186501,14.53
Armenia,Maize,2009,57763,344.74,198.36,9.67,87.99955496,13.82
Armenia,Maize,2010,46724,344.01,278.72,11.31,66.05351171,14.68
Armenia,Maize,2011,54257,494.62,278.72,8.93,80.95948353,13.75
Armenia,Maize,2012,62215,338.72,278.72,10.2,129.4090098,14.74
Armenia,Maize,2013,67114,372.48,278.72,11.08,132.0660419,14.57
Armenia,Potatoes,1992,111301,241.35,8.0,7.44,59.10165485,14.03
Armenia,Potatoes,1993,134416,251.78,8.0,7.69,34.64203233,14.06
Armenia,Potatoes,1994,131195,200.81,23.0,8.84,16.09195402,14.29
Armenia,Potatoes,1995,131196,150.45,23.9,9.76,16.09195402,15.11
Armenia,Potatoes,1996,129626,115.33,32.0,9.55,17.77777778,14.41
Armenia,Potatoes,1997,109362,195.29,41.46,9.1,17.58241758,14.63
Armenia,Potatoes,1998,134409,154.5,50.92,10.28,21.14285714,14.91
Armenia,Potatoes,1999,130618,132.16,60.38,10.11,13.68444444,14.63
Armenia,Potatoes,2000,87349,149.32,69.85,9.68,15.55555556,14.93
Armenia,Potatoes,2001,114619,249.18,79.31,10.18,10.98901099,14.92
Armenia,Potatoes,2002,122814,229.79,88.77,9.41,34.52307692,14.48
Armenia,Potatoes,2004,161509,257.67,204.77,9.55,31.65054945,14.57
Armenia,Potatoes,2005,164459,294.53,220.51,9.58,22.69230769,14.33
Armenia,Potatoes,2006,163418,259.12,227.55,9.89,127.8449989,14.98
Armenia,Potatoes,2007,184719,366.55,241.71,9.44,59.32315859,14.15
Armenia,Potatoes,2008,189096,264.59,218.2,9.51,54.15186501,14.53
Armenia,Potatoes,2009,185496,344.74,198.36,9.67,87.99955496,13.82
Armenia,Potatoes,2010,170146,344.01,278.72,11.31,66.05351171,14.68
Armenia,Potatoes,2011,194426,494.62,278.72,8.93,80.95948353,13.75
Armenia,Potatoes,2012,207151,338.72,278.72,10.2,129.4090098,14.74
Armenia,Potatoes,2013,215290,372.48,278.72,11.08,132.0660419,14.57
Armenia,Wheat,1992,21600,241.35,8.0,7.44,59.10165485,14.03
Armenia,Wheat,1993,22257,251.78,8.0,7.69,34.64203233,14.06
Armenia,Wheat,1994,17842,200.81,23.0,8.84,16.09195402,14.29
Armenia,Wheat,1995,25480,150.45,23.9,9.76,16.09195402,15.11
Armenia,Wheat,1996,23569,115.33,32.0,9.55,17.77777778,14.41
Armenia,Wheat,1997,17009,195.29,41.46,9.1,17.58241758,14.63
Armenia,Wheat,1998,20651,154.5,50.92,10.28,21.14285714,14.91
Armenia,Wheat,1999,19466,132.16,60.38,10.11,13.68444444,14.63
Armenia,Wheat,2000,16679,149.32,69.85,9.68,15.55555556,14.93
Armenia,Wheat,2001,22263,249.18,79.31,10.18,10.98901099,14.92
Armenia,Wheat,2002,23877,229.79,88.77,9.41,34.52307692,14.48
Armenia,Wheat,2004,23416,257.67,204.77,9.55,31.65054945,14.57
Armenia,Wheat,2005,20252,294.53,220.51,9.58,22.69230769,14.33
Armenia,Wheat,2006,14627,259.12,227.55,9.89,127.8449989,14.98
Armenia,Wheat,2007,25837,366.55,241.71,9.44,59.32315859,14.15
Armenia,Wheat,2008,24322,264.59,218.2,9.51,54.15186501,14.53
Armenia,Wheat,2009,22374,344.74,198.36,9.67,87.99955496,13.82
Armenia,Wheat,2010,21192,344.01,278.72,11.31,66.05351171,14.68
Armenia,Wheat,2011,28800,494.62,278.72,8.93,80.95948353,13.75
Armenia,Wheat,2012,26010,338.72,278.72,10.2,129.4090098,14.74
Armenia,Wheat,2013,31273,372.48,278.72,11.08,132.0660419,14.57
Australia,Maize,1990,41821,174.35,17866.0,16.44166667,68.9170795,23.77
Australia,Maize,1991,39938,102.52,17866.0,16.60666667,74.9832636,23.61
Australia,Maize,1992,51721,186.99,22234.0,15.905,87.78947368,22.95
Australia,Maize,1993,44261,227.99,23899.0,16.33333333,88.71275788,22.72
Australia,Maize,1994,46620,84.98,21057.0,16.27833333,97.13859777,24.02
Australia,Maize,1995,48263,205.69,25598.0,16.10333333,111.3916375,22.5
Australia,Maize,1996,57689,86.7,31185.0,16.11666667,105.4642318,22.97
Australia,Maize,1997,59403,295.91,34091.0,16.525,104.920111,22.4
Australia,Maize,1998,47544,282.81,37215.0,16.65333333,105.7949883,22.25
Australia,Maize,1999,51212,179.47,34200.0,16.60833333,102.7164043,22.63
Australia,Maize,2000,49360,473.31,33475.0,16.67,97.31606527,21.83
Australia,Maize,2001,46471,534.69,32710.0,16.59166667,102.188843,21.31
Australia,Maize,2002,54929,127.41,26651.0,16.67666667,95.46829577,22.97
Australia,Maize,2004,56326,217.94,36276.0,16.64833333,94.48304393,22.51
Australia,Maize,2005,57983,173.61,34310.0,16.79833333,83.93220211,23.05
Australia,Maize,2006,53856,107.82,35900.0,16.69333333,85.59819217,23.01
Australia,Maize,2007,49103,186.94,32446.25,17.08,89.32765405,23.01
Australia,Maize,2008,56912,182.86,42935.38,16.45,78.09511505,22.9
Australia,Maize,2009,58171,126.45,38065.68,17.125,60.92794824,23.46
Australia,Maize,2010,55593,536.63,42169.39,16.79,77.03853781,21.69
Australia,Maize,2011,57390,443.76,47632.99,16.805,68.11521727,21.53
Australia,Maize,2012,64654,221.85,48687.88,16.66666667,69.42182354,22.69
Australia,Maize,2013,64441,179.62,45177.18,17.08833333,72.83573771,22.55
Australia,Potatoes,1990,289832,174.35,17866.0,16.44166667,68.9170795,23.77
Australia,Potatoes,1991,285359,102.52,17866.0,16.60666667,74.9832636,23.61
Australia,Potatoes,1992,289220,186.99,22234.0,15.905,87.78947368,22.95
Australia,Potatoes,1993,290981,227.99,23899.0,16.33333333,88.71275788,22.72
Australia,Potatoes,1994,294270,84.98,21057.0,16.27833333,97.13859777,24.02
Australia,Potatoes,1995,298183,205.69,25598.0,16.10333333,111.3916375,22.5
Australia,Potatoes,1996,312853,86.7,31185.0,16.11666667,105.4642318,22.97
Australia,Potatoes,1997,313056,295.91,34091.0,16.525,104.920111,22.4
Australia,Potatoes,1998,322292,282.81,37215.0,16.65333333,105.7949883,22.25
Australia,Potatoes,1999,321265,179.47,34200.0,16.60833333,102.7164043,22.63
Australia,Potatoes,2000,284527,473.31,33475.0,16.67,97.31606527,21.83
Australia,Potatoes,2001,328633,534.69,32710.0,16.59166667,102.188843,21.31
Australia,Potatoes,2002,351358,127.41,26651.0,16.67666667,95.46829577,22.97
Australia,Potatoes,2004,362787,217.94,36276.0,16.64833333,94.48304393,22.51
Australia,Potatoes,2005,344117,173.61,34310.0,16.79833333,83.93220211,23.05
Australia,Potatoes,2006,354317,107.82,35900.0,16.69333333,85.59819217,23.01
Australia,Potatoes,2007,355463,186.94,32446.25,17.08,89.32765405,23.01
Australia,Potatoes,2008,381224,182.86,42935.38,16.45,78.09511505,22.9
Australia,Potatoes,2009,361747,126.45,38065.68,17.125,60.92794824,23.46
Australia,Potatoes,2010,351334,536.63,42169.39,16.79,77.03853781,21.69
Australia,Potatoes,2011,350887,443.76,47632.99,16.805,68.11521727,21.53
Australia,Potatoes,2012,382592,221.85,48687.88,16.66666667,69.42182354,22.69
Australia,Potatoes,2013,385434,179.62,45177.18,17.08833333,72.83573771,22.55
Australia,"Rice, paddy",1990,88000,174.35,17866.0,16.44166667,68.9170795,23.77
Australia,"Rice, paddy",1991,88427,102.52,17866.0,16.60666667,74.9832636,23.61
Australia,"Rice, paddy",1992,88346,186.99,22234.0,15.905,87.78947368,22.95
Australia,"Rice, paddy",1993,76400,227.99,23899.0,16.33333333,88.71275788,22.72
Australia,"Rice, paddy",1994,81537,84.98,21057.0,16.27833333,97.13859777,24.02
Australia,"Rice, paddy",1995,88003,205.69,25598.0,16.10333333,111.3916375,22.5
Australia,"Rice, paddy",1996,63540,86.7,31185.0,16.11666667,105.4642318,22.97
Australia,"Rice, paddy",1997,83263,295.91,34091.0,16.525,104.920111,22.4
