Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,fertilizer_kg/ha,solar_radiation_MJ/m2-day
Ecuador,Soybeans,2000,17061,938.41,17948.0,19.95333333,101.7326733,13.92
Ecuador,Soybeans,2001,18900,1411.51,7344.0,20.26,233.1006667,14.43
Ecuador,Soybeans,2002,19963,2034.74,1302.49,20.82666667,167.6220588,14.16
Ecuador,Soybeans,2004,16610,2109.76,29799.84,20.7,217.5293657,14.45
Ecuador,Soybeans,2005,19646,565.02,18391.23,20.56666667,150.8294753,14.4
Ecuador,Soybeans,2006,11500,948.32,7953.42,20.66666667,207.7899432,14.15
Ecuador,Soybeans,2007,17188,1096.58,14156.16,20.37,199.1062762,13.64
Ecuador,Soybeans,2008,16000,1946.47,15396.14,20.25666667,214.1197411,13.34
Ecuador,Soybeans,2009,16585,1380.0,9666.87,20.73,187.2786393,14.05
Ecuador,Soybeans,2010,16279,1190.49,31637.12,20.69,252.070971,13.94
Ecuador,Soybeans,2011,16250,1785.16,17529.44,20.43666667,275.355196,14.5
Ecuador,Soybeans,2012,16923,2035.28,11469.74,20.49333333,254.7434446,14.11
Ecuador,Soybeans,2013,16585,2096.12,6471.77,20.30333333,236.1716918,14.03
Ecuador,Sweet potatoes,1990,59520,1774.08,2537.0,20.51333333,42.40710723,15.23
Ecuador,Sweet potatoes,1991,26571,1580.9,2377.0,20.56,50.243309,15.17
Ecuador,Sweet potatoes,1992,28667,1524.97,2012.0,20.6,59.88977342,14.58
Ecuador,Sweet potatoes,1993,36276,1923.52,1844.0,20.47666667,59.91077119,14.13
Ecuador,Sweet potatoes,1994,48971,1820.1,2670.0,20.22,57.3719926,14.51
Ecuador,Sweet potatoes,1995,35269,1467.75,2658.0,20.61666667,64.16772554,14.75
Ecuador,Sweet potatoes,1996,36429,1708.68,2407.0,20.08666667,73.42874922,14.47
Ecuador,Sweet potatoes,1997,38750,1655.19,7612.0,21.23333333,101.0565569,14.65
Ecuador,Sweet potatoes,1998,17591,1828.25,21500.0,21.14333333,100.943196,14.86
Ecuador,Sweet potatoes,1999,56766,1843.06,14216.0,19.88666667,109.0062112,14.02
Ecuador,Sweet potatoes,2000,29181,938.41,17948.0,19.95333333,101.7326733,13.92
Ecuador,Sweet potatoes,2001,28134,1411.51,7344.0,20.26,233.1006667,14.43
Ecuador,Sweet potatoes,2002,13019,2034.74,1302.49,20.82666667,167.6220588,14.16
Ecuador,Sweet potatoes,2004,25760,2109.76,29799.84,20.7,217.5293657,14.45
Ecuador,Sweet potatoes,2005,30654,565.02,18391.23,20.56666667,150.8294753,14.4
Ecuador,Sweet potatoes,2006,18750,948.32,7953.42,20.66666667,207.7899432,14.15
Ecuador,Sweet potatoes,2007,18824,1096.58,14156.16,20.37,199.1062762,13.64
Ecuador,Sweet potatoes,2008,21244,1946.47,15396.14,20.25666667,214.1197411,13.34
Ecuador,Sweet potatoes,2009,18947,1380.0,9666.87,20.73,187.2786393,14.05
Ecuador,Sweet potatoes,2010,18963,1190.49,31637.12,20.69,252.070971,13.94
Ecuador,Sweet potatoes,2011,19113,1785.16,17529.44,20.43666667,275.355196,14.5
Ecuador,Sweet potatoes,2012,19575,2035.28,11469.74,20.49333333,254.7434446,14.11
Ecuador,Sweet potatoes,2013,19113,2096.12,6471.77,20.30333333,236.1716918,14.03
Ecuador,Wheat,1990,7967,1774.08,2537.0,20.51333333,42.40710723,15.23
Ecuador,Wheat,1991,5696,1580.9,2377.0,20.56,50.243309,15.17
Ecuador,Wheat,1992,5911,1524.97,2012.0,20.6,59.88977342,14.58
Ecuador,Wheat,1993,6711,1923.52,1844.0,20.47666667,59.91077119,14.13
Ecuador,Wheat,1994,6162,1820.1,2670.0,20.22,57.3719926,14.51
Ecuador,Wheat,1995,6951,1467.75,2658.0,20.61666667,64.16772554,14.75
Ecuador,Wheat,1996,6176,1708.68,2407.0,20.08666667,73.42874922,14.47
Ecuador,Wheat,1997,5976,1655.19,7612.0,21.23333333,101.0565569,14.65
Ecuador,Wheat,1998,6484,1828.25,21500.0,21.14333333,100.943196,14.86
Ecuador,Wheat,1999,7001,1843.06,14216.0,19.88666667,109.0062112,14.02
Ecuador,Wheat,2000,6208,938.41,17948.0,19.95333333,101.7326733,13.92
Ecuador,Wheat,2001,6100,1411.51,7344.0,20.26,233.1006667,14.43
Ecuador,Wheat,2002,5696,2034.74,1302.49,20.82666667,167.6220588,14.16
Ecuador,Wheat,2004,8053,2109.76,29799.84,20.7,217.5293657,14.45
Ecuador,Wheat,2005,7220,565.02,18391.23,20.56666667,150.8294753,14.4
Ecuador,Wheat,2006,7774,948.32,7953.42,20.66666667,207.7899432,14.15
Ecuador,Wheat,2007,8186,1096.58,14156.16,20.37,199.1062762,13.64
Ecuador,Wheat,2008,7466,1946.47,15396.14,20.25666667,214.1197411,13.34
Ecuador,Wheat,2009,8617,1380.0,9666.87,20.73,187.2786393,14.05
Ecuador,Wheat,2010,8912,1190.49,31637.12,20.69,252.070971,13.94
Ecuador,Wheat,2011,9249,1785.16,17529.44,20.43666667,275.355196,14.5
Ecuador,Wheat,2012,7995,2035.28,11469.74,20.49333333,254.7434446,14.11
Ecuador,Wheat,2013,7064,2096.12,6471.77,20.30333333,236.1716918,14.03
Egypt,Maize,1990,57803,1.98,13214.0,21.165,419.8537653,23.17
Egypt,Maize,1991,58951,4.32,8255.0,21.145,424.9669166,22.78
Egypt,Maize,1992,61346,3.65,6156.0,20.6,335.5059496,22.9
Egypt,Maize,1993,60780,0.88,4175.0,21.265,377.7026046,23.05
Egypt,Maize,1994,59065,3.1,4283.0,21.56,322.7499943,22.71
Egypt,Maize,1995,61630,1.69,4391.0,21.09,399.858005,22.87
Egypt,Maize,1996,69523,2.17,4499.0,21.365,427.0492831,22.88
Egypt,Maize,1997,71298,4.08,4607.0,20.985,388.1878572,23.3
Egypt,Maize,1998,72257,0.65,4715.0,21.825,419.2152118,23.05
Egypt,Maize,1999,75174,1.31,4823.0,21.87,393.9545758,23.0
Egypt,Maize,2000,76800,0.44,4931.0,21.115,449.743306,23.32
Egypt,Maize,2001,69798,0.42,5039.0,21.89,457.304439,23.34
Egypt,Maize,2002,77656,1.25,5147.0,21.935,454.359673,23.23
Egypt,Maize,2004,79087,1.11,5363.0,21.57,541.2816189,23.35
Egypt,Maize,2005,81607,1.25,5471.0,21.545,600.0780336,23.23
Egypt,Maize,2006,83705,0.33,9781.0,21.6,586.5642994,23.12
Egypt,Maize,2007,80463,0.67,9105.0,21.935,523.1669267,23.19
Egypt,Maize,2008,79053,3.7,9527.0,22.19,520.2498107,23.35
Egypt,Maize,2009,78184,0.2,9013.0,22.15,483.0790569,23.16
Egypt,Maize,2010,72700,1.22,11590.0,23.09,473.3727811,23.17
Egypt,Maize,2011,77409,6.44,12945.0,21.585,503.5612536,23.23
Egypt,Maize,2012,77723,1.84,13991.0,22.015,462.990456,22.85
Egypt,Maize,2013,77223,2.99,13653.0,22.175,536.74893,23.23
Egypt,Potatoes,1990,205592,1.98,13214.0,21.165,419.8537653,23.17
Egypt,Potatoes,1991,202345,4.32,8255.0,21.145,424.9669166,22.78
Egypt,Potatoes,1992,209071,3.65,6156.0,20.6,335.5059496,22.9
Egypt,Potatoes,1993,207792,0.88,4175.0,21.265,377.7026046,23.05
Egypt,Potatoes,1994,204487,3.1,4283.0,21.56,322.7499943,22.71
Egypt,Potatoes,1995,211244,1.69,4391.0,21.09,399.858005,22.87
Egypt,Potatoes,1996,202048,2.17,4499.0,21.365,427.0492831,22.88
Egypt,Potatoes,1997,218355,4.08,4607.0,20.985,388.1878572,23.3
Egypt,Potatoes,1998,223302,0.65,4715.0,21.825,419.2152118,23.05
Egypt,Potatoes,1999,232915,1.31,4823.0,21.87,393.9545758,23.0
Egypt,Potatoes,2000,235931,0.44,4931.0,21.115,449.743306,23.32
Egypt,Potatoes,2001,238739,0.42,5039.0,21.89,457.304439,23.34
Egypt,Potatoes,2002,240382,1.25,5147.0,21.935,454.359673,23.23
Egypt,Potatoes,2004,244443,1.11,5363.0,21.57,541.2816189,23.35
Egypt,Potatoes,2005,250826,1.25,5471.0,21.545,600.0780336,23.23
Egypt,Potatoes,2006,250085,0.33,9781.0,21.6,586.5642994,23.12
Egypt,Potatoes,2007,255717,0.67,9105.0,21.935,523.1669267,23.19
Egypt,Potatoes,2008,259390,3.7,9527.0,22.19,520.2498107,23.35
Egypt,Potatoes,2009,264241,0.2,9013.0,22.15,483.0790569,23.16
Egypt,Potatoes,2010,259211,1.22,11590.0,23.09,473.3727811,23.17
Egypt,Potatoes,2011,264311,6.44,12945.0,21.585,503.5612536,23.23
Egypt,Potatoes,2012,268531,1.84,13991.0,22.015,462.990456,22.85
Egypt,Potatoes,2013,266276,2.99,13653.0,22.175,536.74893,23.23
Egypt,"Rice, paddy",1990,72663,1.98,13214.0,21.165,419.8537653,23.17
Egypt,"Rice, paddy",1991,74554,4.32,8255.0,21.145,424.9669166,22.78
Egypt,"Rice, paddy",1992,76511,3.65,6156.0,20.6,335.5059496,22.9
Egypt,"Rice, paddy",1993,77184,0.88,4175.0,21.265,377.7026046,23.05
Egypt,"Rice, paddy",1994,79130,3.1,4283.0,21.56,322.7499943,22.71
Egypt,"Rice, paddy",1995,81356,1.69,4391.0,21.09,399.858005,22.87
Egypt,"Rice, paddy",1996,82910,2.17,4499.0,21.365,427.0492831,22.88
Egypt,"Rice, paddy",1997,84152,4.08,4607.0,20.985,388.1878572,23.3
Egypt,"Rice, paddy",1998,86401,0.65,4715.0,21.825,419.2152118,23.05
Egypt,"Rice, paddy",1999,88780,1.31,4823.0,21.87,393.9545758,23.0
Egypt,"Rice, paddy",2000,91025,0.44,4931.0,21.115,449.743306,23.32
Egypt,"Rice, paddy",2001,92833,0.42,5039.0,21.89,457.304439,23.34
Egypt,"Rice, paddy",2002,93889,1.25,5147.0,21.935,454.359673,23.23
Egypt,"Rice, paddy",2004,98384,1.11,5363.0,21.57,541.2816189,23.35
Egypt,"Rice, paddy",2005,99874,1.25,5471.0,21.545,600.0780336,23.23
Egypt,"Rice, paddy",2006,100750,0.33,9781.0,21.6,586.5642994,23.12
Egypt,"Rice, paddy",2007,97675,0.67,9105.0,21.935,523.1669267,23.19
Egypt,"Rice, paddy",2008,97349,3.7,9527.0,22.19,520.2498107,23.35
Egypt,"Rice, paddy",2009,95930,0.2,9013.0,22.15,483.0790569,23.16
Egypt,"Rice, paddy",2010,94217,1.22,11590.0,23.09,473.3727811,23.17
Egypt,"Rice, paddy",2011,95670,6.44,12945.0,21.585,503.5612536,23.23
Egypt,"Rice, paddy",2012,95296,1.84,13991.0,22.015,462.990456,22.85
Egypt,"Rice, paddy",2013,95865,2.99,13653.0,22.175,536.74893,23.23
Egypt,Sorghum,1990,46920,1.98,13214.0,21.165,419.8537653,23.17
Egypt,Sorghum,1991,49724,4.32,8255.0,21.145,424.9669166,22.78
Egypt,Sorghum,1992,51247,3.65,6156.0,20.6,335.5059496,22.9
Egypt,Sorghum,1993,53366,0.88,4175.0,21.265,377.7026046,23.05
Egypt,Sorghum,1994,46272,3.1,4283.0,21.56,322.7499943,22.71
Egypt,Sorghum,1995,44770,1.69,4391.0,21.09,399.858005,22.87
Egypt,Sorghum,1996,43520,2.17,4499.0,21.365,427.0492831,22.88
Egypt,Sorghum,1997,50427,4.08,4607.0,20.985,388.1878572,23.3
Egypt,Sorghum,1998,56077,0.65,4715.0,21.825,419.2152118,23.05
Egypt,Sorghum,1999,57692,1.31,4823.0,21.87,393.9545758,23.0
Egypt,Sorghum,2000,57885,0.44,4931.0,21.115,449.743306,23.32
Egypt,Sorghum,2001,57964,0.42,5039.0,21.89,457.304439,23.34
Egypt,Sorghum,2002,57756,1.25,5147.0,21.935,454.359673,23.23
Egypt,Sorghum,2004,56674,1.11,5363.0,21.57,541.2816189,23.35
Egypt,Sorghum,2005,56118,1.25,5471.0,21.545,600.0780336,23.23
Egypt,Sorghum,2006,56859,0.33,9781.0,21.6,586.5642994,23.12
Egypt,Sorghum,2007,56763,0.67,9105.0,21.935,523.1669267,23.19
Egypt,Sorghum,2008,56258,3.7,9527.0,22.19,520.2498107,23.35
Egypt,Sorghum,2009,55287,0.2,9013.0,22.15,483.0790569,23.16
Egypt,Sorghum,2010,50060,1.22,11590.0,23.09,473.3727811,23.17
Egypt,Sorghum,2011,53457,6.44,12945.0,21.585,503.5612536,23.23
Egypt,Sorghum,2012,53034,1.84,13991.0,22.015,462.990456,22.85
Egypt,Sorghum,2013,53777,2.99,13653.0,22.175,536.74893,23.23
Egypt,Soybeans,1990,25773,1.98,13214.0,21.165,419.8537653,23.17
Egypt,Soybeans,1991,28366,4.32,8255.0,21.145,424.9669166,22.78
Egypt,Soybeans,1992,26981,3.65,6156.0,20.6,335.5059496,22.9
Egypt,Soybeans,1993,27534,0.88,4175.0,21.265,377.7026046,23.05
Egypt,Soybeans,1994,28828,3.1,4283.0,21.56,322.7499943,22.71
Egypt,Soybeans,1995,24344,1.69,4391.0,21.09,399.858005,22.87
Egypt,Soybeans,1996,26103,2.17,4499.0,21.365,427.0492831,22.88
Egypt,Soybeans,1997,26223,4.08,4607.0,20.985,388.1878572,23.3
Egypt,Soybeans,1998,26207,0.65,4715.0,21.825,419.2152118,23.05
Egypt,Soybeans,1999,26367,1.31,4823.0,21.87,393.9545758,23.0
Egypt,Soybeans,2000,27199,0.44,4931.0,21.115,449.743306,23.32
Egypt,Soybeans,2001,27922,0.42,5039.0,21.89,457.304439,23.34
Egypt,Soybeans,2002,29904,1.25,5147.0,21.935,454.359673,23.23
Egypt,Soybeans,2004,30266,1.11,5363.0,21.57,541.2816189,23.35
Egypt,Soybeans,2005,34000,1.25,5471.0,21.545,600.0780336,23.23
Egypt,Soybeans,2006,30817,0.33,9781.0,21.6,586.5642994,23.12
Egypt,Soybeans,2007,32880,0.67,9105.0,21.935,523.1669267,23.19
Egypt,Soybeans,2008,33601,3.7,9527.0,22.19,520.2498107,23.35
Egypt,Soybeans,2009,31252,0.2,9013.0,22.15,483.0790569,23.16
Egypt,Soybeans,2010,28453,1.22,11590.0,23.09,473.3727811,23.17
Egypt,Soybeans,2011,31195,6.44,12945.0,21.585,503.5612536,23.23
Egypt,Soybeans,2012,36186,1.84,13991.0,22.015,462.990456,22.85
Egypt,Soybeans,2013,34767,2.99,13653.0,22.175,536.74893,23.23
Egypt,Sweet potatoes,1990,257930,1.98,13214.0,21.165,419.8537653,23.17
Egypt,Sweet potatoes,1991,270456,4.32,8255.0,21.145,424.9669166,22.78
Egypt,Sweet potatoes,1992,241308,3.65,6156.0,20.6,335.5059496,22.9
Egypt,Sweet potatoes,1993,260629,0.88,4175.0,21.265,377.7026046,23.05
Egypt,Sweet potatoes,1994,247138,3.1,4283.0,21.56,322.7499943,22.71
Egypt,Sweet potatoes,1995,259786,1.69,4391.0,21.09,399.858005,22.87
Egypt,Sweet potatoes,1996,231357,2.17,4499.0,21.365,427.0492831,22.88
Egypt,Sweet potatoes,1997,224888,4.08,4607.0,20.985,388.1878572,23.3
Egypt,Sweet potatoes,1998,240060,0.65,4715.0,21.825,419.2152118,23.05
Egypt,Sweet potatoes,1999,240545,1.31,4823.0,21.87,393.9545758,23.0
Egypt,Sweet potatoes,2000,273327,0.44,4931.0,21.115,449.743306,23.32
Egypt,Sweet potatoes,2001,266543,0.42,5039.0,21.89,457.304439,23.34
Egypt,Sweet potatoes,2002,276970,1.25,5147.0,21.935,454.359673,23.23
Egypt,Sweet potatoes,2004,281242,1.11,5363.0,21.57,541.2816189,23.35
Egypt,Sweet potatoes,2005,175000,1.25,5471.0,21.545,600.0780336,23.23
Egypt,Sweet potatoes,2006,119702,0.33,9781.0,21.6,586.5642994,23.12
Egypt,Sweet potatoes,2007,298171,0.67,9105.0,21.935,523.1669267,23.19
Egypt,Sweet potatoes,2008,276425,3.7,9527.0,22.19,520.2498107,23.35
Egypt,Sweet potatoes,2009,285425,0.2,9013.0,22.15,483.0790569,23.16
Egypt,Sweet potatoes,2010,306078,1.22,11590.0,23.09,473.3727811,23.17
Egypt,Sweet potatoes,2011,318249,6.44,12945.0,21.585,503.5612536,23.23
Egypt,Sweet potatoes,2012,323485,1.84,13991.0,22.015,462.990456,22.85
Egypt,Sweet potatoes,2013,336781,2.99,13653.0,22.175,536.74893,23.23
Egypt,Wheat,1990,51967,1.98,13214.0,21.165,419.8537653,23.17
Egypt,Wheat,1991,48163,4.32,8255.0,21.145,424.9669166,22.78
Egypt,Wheat,1992,52546,3.65,6156.0,20.6,335.5059496,22.9
Egypt,Wheat,1993,52970,0.88,4175.0,21.265,377.7026046,23.05
Egypt,Wheat,1994,50026,3.1,4283.0,21.56,322.7499943,22.71
Egypt,Wheat,1995,54221,1.69,4391.0,21.09,399.858005,22.87
Egypt,Wheat,1996,56384,2.17,4499.0,21.365,427.0492831,22.88
Egypt,Wheat,1997,55994,4.08,4607.0,20.985,388.1878572,23.3
Egypt,Wheat,1998,59896,0.65,4715.0,21.825,419.2152118,23.05
Egypt,Wheat,1999,63467,1.31,4823.0,21.87,393.9545758,23.0
Egypt,Wheat,2000,63422,0.44,4931.0,21.115,449.743306,23.32
Egypt,Wheat,2001,63580,0.42,5039.0,21.89,457.304439,23.34
Egypt,Wheat,2002,64345,1.25,5147.0,21.935,454.359673,23.23
Egypt,Wheat,2004,65567,1.11,5363.0,21.57,541.2816189,23.35
Egypt,Wheat,2005,64929,1.25,5471.0,21.545,600.0780336,23.23
Egypt,Wheat,2006,64303,0.33,9781.0,21.6,586.5642994,23.12
Egypt,Wheat,2007,64673,0.67,9105.0,21.935,523.1669267,23.19
Egypt,Wheat,2008,65031,3.7,9527.0,22.19,520.2498107,23.35
Egypt,Wheat,2009,63829,0.2,9013.0,22.15,483.0790569,23.16
Egypt,Wheat,2010,55741,1.22,11590.0,23.09,473.3727811,23.17
Egypt,Wheat,2011,65428,6.44,12945.0,21.585,503.5612536,23.23
Egypt,Wheat,2012,65823,1.84,13991.0,22.015,462.990456,22.85
Egypt,Wheat,2013,66682,2.99,13653.0,22.175,536.74893,23.23
El Salvador,Cassava,1990,158889,833.74,2524.0,26.06,135.9927273,21.19
El Salvador,Cassava,1991,152762,669.2,4096.0,26.08,137.1734513,21.44
El Salvador,Cassava,1992,172692,769.19,3940.77,26.22,127.4982993,21.23
El Salvador,Cassava,1993,200000,570.37,3785.54,26.12,127.5085324,20.75
El Salvador,Cassava,1994,201298,196.95,3630.31,26.33,113.0136986,21.45
El Salvador,Cassava,1995,160232,483.07,3475.08,26.05,120.080756,20.1
El Salvador,Cassava,1996,158831,485.94,3319.85,25.77,162.4778761,20.74
El Salvador,Cassava,1997,131429,973.57,3164.62,26.48,167.079646,21.35
El Salvador,Cassava,1998,131429,1349.76,3009.39,26.48,138.0,20.8
El Salvador,Cassava,1999,124202,1130.61,2854.16,25.67,124.4183835,20.98
El Salvador,Cassava,2000,123479,1066.87,2698.93,25.78,124.0296603,20.87
El Salvador,Cassava,2001,124794,619.25,2543.7,25.92,117.4165597,21.45
El Salvador,Cassava,2002,128120,1049.3,2388.47,26.12,79.81915065,21.7
El Salvador,Cassava,2004,100819,969.32,2078.01,26.2,98.39411284,21.51
El Salvador,Cassava,2005,125043,1241.02,1922.78,26.07,150.8920342,20.07
El Salvador,Cassava,2006,125016,1048.39,2265.72,26.14,108.7731788,20.96
El Salvador,Cassava,2007,128870,1410.75,1940.78,26.02,152.4885012,20.67
El Salvador,Cassava,2008,128900,1667.62,3899.48,25.71,136.7485911,20.12
El Salvador,Cassava,2009,125022,1252.37,3333.88,26.21,122.9238139,21.48
El Salvador,Cassava,2010,124843,1473.98,3598.59,25.96,184.1714983,20.12
El Salvador,Cassava,2011,145719,1539.02,3231.13,25.95,194.4673798,20.45
El Salvador,Cassava,2012,115775,1242.97,2595.16,26.04,151.8318452,21.05
El Salvador,Cassava,2013,154928,1144.11,6005.08,26.36,151.1759518,20.46
El Salvador,Maize,1990,21383,833.74,2524.0,26.06,135.9927273,21.19
El Salvador,Maize,1991,16448,669.2,4096.0,26.08,137.1734513,21.44
El Salvador,Maize,1992,21989,769.19,3940.77,26.22,127.4982993,21.23
El Salvador,Maize,1993,20482,570.37,3785.54,26.12,127.5085324,20.75
El Salvador,Maize,1994,15245,196.95,3630.31,26.33,113.0136986,21.45
El Salvador,Maize,1995,21972,483.07,3475.08,26.05,120.080756,20.1
El Salvador,Maize,1996,22572,485.94,3319.85,25.77,162.4778761,20.74
El Salvador,Maize,1997,16582,973.57,3164.62,26.48,167.079646,21.35
El Salvador,Maize,1998,19062,1349.76,3009.39,26.48,138.0,20.8
El Salvador,Maize,1999,25047,1130.61,2854.16,25.67,124.4183835,20.98
El Salvador,Maize,2000,22475,1066.87,2698.93,25.78,124.0296603,20.87
El Salvador,Maize,2001,19431,619.25,2543.7,25.92,117.4165597,21.45
El Salvador,Maize,2002,26041,1049.3,2388.47,26.12,79.81915065,21.7
El Salvador,Maize,2004,27641,969.32,2078.01,26.2,98.39411284,21.51
El Salvador,Maize,2005,29434,1241.02,1922.78,26.07,150.8920342,20.07
El Salvador,Maize,2006,30794,1048.39,2265.72,26.14,108.7731788,20.96
El Salvador,Maize,2007,29107,1410.75,1940.78,26.02,152.4885012,20.67
El Salvador,Maize,2008,33895,1667.62,3899.48,25.71,136.7485911,20.12
El Salvador,Maize,2009,30041,1252.37,3333.88,26.21,122.9238139,21.48
El Salvador,Maize,2010,30253,1473.98,3598.59,25.96,184.1714983,20.12
El Salvador,Maize,2011,28181,1539.02,3231.13,25.95,194.4673798,20.45
El Salvador,Maize,2012,32580,1242.97,2595.16,26.04,151.8318452,21.05
El Salvador,Maize,2013,29461,1144.11,6005.08,26.36,151.1759518,20.46
El Salvador,Plantains and others,1990,111714,833.74,2524.0,26.06,135.9927273,21.19
El Salvador,Plantains and others,1991,111786,669.2,4096.0,26.08,137.1734513,21.44
El Salvador,Plantains and others,1992,109740,769.19,3940.77,26.22,127.4982993,21.23
El Salvador,Plantains and others,1993,106557,570.37,3785.54,26.12,127.5085324,20.75
El Salvador,Plantains and others,1994,97402,196.95,3630.31,26.33,113.0136986,21.45
El Salvador,Plantains and others,1995,119791,483.07,3475.08,26.05,120.080756,20.1
El Salvador,Plantains and others,1996,64137,485.94,3319.85,25.77,162.4778761,20.74
El Salvador,Plantains and others,1997,126495,973.57,3164.62,26.48,167.079646,21.35
El Salvador,Plantains and others,1998,147857,1349.76,3009.39,26.48,138.0,20.8
El Salvador,Plantains and others,1999,134056,1130.61,2854.16,25.67,124.4183835,20.98
El Salvador,Plantains and others,2000,312986,1066.87,2698.93,25.78,124.0296603,20.87
El Salvador,Plantains and others,2001,311689,619.25,2543.7,25.92,117.4165597,21.45
El Salvador,Plantains and others,2002,311690,1049.3,2388.47,26.12,79.81915065,21.7
El Salvador,Plantains and others,2004,312202,969.32,2078.01,26.2,98.39411284,21.51
El Salvador,Plantains and others,2005,312125,1241.02,1922.78,26.07,150.8920342,20.07
El Salvador,Plantains and others,2006,311678,1048.39,2265.72,26.14,108.7731788,20.96
El Salvador,Plantains and others,2007,311711,1410.75,1940.78,26.02,152.4885012,20.67
El Salvador,Plantains and others,2008,311771,1667.62,3899.48,25.71,136.7485911,20.12
El Salvador,Plantains and others,2009,312073,1252.37,3333.88,26.21,122.9238139,21.48
El Salvador,Plantains and others,2010,221778,1473.98,3598.59,25.96,184.1714983,20.12
El Salvador,Plantains and others,2011,111171,1539.02,3231.13,25.95,194.4673798,20.45
El Salvador,Plantains and others,2012,143831,1242.97,2595.16,26.04,151.8318452,21.05
El Salvador,Plantains and others,2013,153680,1144.11,6005.08,26.36,151.1759518,20.46
El Salvador,Potatoes,1990,140000,833.74,2524.0,26.06,135.9927273,21.19
El Salvador,Potatoes,1991,144231,669.2,4096.0,26.08,137.1734513,21.44
El Salvador,Potatoes,1992,144444,769.19,3940.77,26.22,127.4982993,21.23
El Salvador,Potatoes,1993,141509,570.37,3785.54,26.12,127.5085324,20.75
El Salvador,Potatoes,1994,140741,196.95,3630.31,26.33,113.0136986,21.45
El Salvador,Potatoes,1995,140000,483.07,3475.08,26.05,120.080756,20.1
El Salvador,Potatoes,1996,157368,485.94,3319.85,25.77,162.4778761,20.74
El Salvador,Potatoes,1997,139286,973.57,3164.62,26.48,167.079646,21.35
El Salvador,Potatoes,1998,215536,1349.76,3009.39,26.48,138.0,20.8
El Salvador,Potatoes,1999,210286,1130.61,2854.16,25.67,124.4183835,20.98
El Salvador,Potatoes,2000,231200,1066.87,2698.93,25.78,124.0296603,20.87
El Salvador,Potatoes,2001,229878,619.25,2543.7,25.92,117.4165597,21.45
El Salvador,Potatoes,2002,236013,1049.3,2388.47,26.12,79.81915065,21.7
El Salvador,Potatoes,2004,288786,969.32,2078.01,26.2,98.39411284,21.51
El Salvador,Potatoes,2005,221220,1241.02,1922.78,26.07,150.8920342,20.07
El Salvador,Potatoes,2006,220517,1048.39,2265.72,26.14,108.7731788,20.96
El Salvador,Potatoes,2007,218481,1410.75,1940.78,26.02,152.4885012,20.67
El Salvador,Potatoes,2008,218555,1667.62,3899.48,25.71,136.7485911,20.12
El Salvador,Potatoes,2009,252417,1252.37,3333.88,26.21,122.9238139,21.48
El Salvador,Potatoes,2010,252796,1473.98,3598.59,25.96,184.1714983,20.12
El Salvador,Potatoes,2011,196316,1539.02,3231.13,25.95,194.4673798,20.45
El Salvador,Potatoes,2012,295706,1242.97,2595.16,26.04,151.8318452,21.05
El Salvador,Potatoes,2013,426047,1144.11,6005.08,26.36,151.1759518,20.46
El Salvador,"Rice, paddy",1990,43271,833.74,2524.0,26.06,135.9927273,21.19
El Salvador,"Rice, paddy",1991,37669,669.2,4096.0,26.08,137.1734513,21.44
El Salvador,"Rice, paddy",1992,43561,769.19,3940.77,26.22,127.4982993,21.23
El Salvador,"Rice, paddy",1993,47076,570.37,3785.54,26.12,127.5085324,20.75
El Salvador,"Rice, paddy",1994,43353,196.95,3630.31,26.33,113.0136986,21.45
El Salvador,"Rice, paddy",1995,53291,483.07,3475.08,26.05,120.080756,20.1
El Salvador,"Rice, paddy",1996,51627,485.94,3319.85,25.77,162.4778761,20.74
El Salvador,"Rice, paddy",1997,44419,973.57,3164.62,26.48,167.079646,21.35
El Salvador,"Rice, paddy",1998,49760,1349.76,3009.39,26.48,138.0,20.8
El Salvador,"Rice, paddy",1999,52531,1130.61,2854.16,25.67,124.4183835,20.98
El Salvador,"Rice, paddy",2000,57884,1066.87,2698.93,25.78,124.0296603,20.87
El Salvador,"Rice, paddy",2001,60284,619.25,2543.7,25.92,117.4165597,21.45
El Salvador,"Rice, paddy",2002,59384,1049.3,2388.47,26.12,79.81915065,21.7
El Salvador,"Rice, paddy",2004,66430,969.32,2078.01,26.2,98.39411284,21.51
El Salvador,"Rice, paddy",2005,72118,1241.02,1922.78,26.07,150.8920342,20.07
El Salvador,"Rice, paddy",2006,73941,1048.39,2265.72,26.14,108.7731788,20.96
El Salvador,"Rice, paddy",2007,74651,1410.75,1940.78,26.02,152.4885012,20.67
El Salvador,"Rice, paddy",2008,79373,1667.62,3899.48,25.71,136.7485911,20.12
El Salvador,"Rice, paddy",2009,69016,1252.37,3333.88,26.21,122.9238139,21.48
El Salvador,"Rice, paddy",2010,70136,1473.98,3598.59,25.96,184.1714983,20.12
El Salvador,"Rice, paddy",2011,54783,1539.02,3231.13,25.95,194.4673798,20.45
El Salvador,"Rice, paddy",2012,63968,1242.97,2595.16,26.04,151.8318452,21.05
El Salvador,"Rice, paddy",2013,61615,1144.11,6005.08,26.36,151.1759518,20.46
El Salvador,Sorghum,1990,12423,833.74,2524.0,26.06,135.9927273,21.19
El Salvador,Sorghum,1991,13228,669.2,4096.0,26.08,137.1734513,21.44
